symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
1,98,chevrolet,gas,std,two,hatchback,fwd,front,94.5,155.9,63.6,52.0,1874,ohc,four,90,2bbl,,3.11,9.6,70,5400,38,43,6295
0,91,toyota,gas,std,,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,,,3.03,,70,4800,30,37,7198
2,121,,,std,two,hatchback,fwd,front,88.4,141.1,60.3,,1488,l,three,,2bbl,2.91,3.03,9.5,48,5100,47,53,5151
,,toyota,gas,std,four,,rwd,front,,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,
0,108,nissan,,std,four,,fwd,front,,,,56.1,3296,ohcv,six,,mpfi,3.43,3.27,,152,,,22,14399
2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,,mpfi,3.19,3.4,9.0,85,5250,27,34,7975
2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,1918,ohc,four,92,,2.97,3.23,9.4,68,5500,37,41,5389
,87,toyota,gas,std,,hatchback,fwd,front,95.7,158.7,63.6,54.5,,ohc,four,92,2bbl,3.05,,,62,4800,35,39,5348
3,?,volkswagen,gas,,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,,,90,5500,24,29,11595
,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1837,ohc,four,79,1bbl,2.91,,10.1,60,5500,38,42,5399
0,?,bmw,gas,std,four,,rwd,front,110.0,197.0,70.9,56.3,3505,ohc,six,209,mpfi,3.62,,8.0,182,5400,15,20,36880
3,142,mercedes-benz,gas,std,two,convertible,rwd,front,96.6,180.3,70.5,50.8,3685,ohcv,eight,234,mpfi,3.46,,8.3,,,16,18,35056
0,91,,gas,std,four,sedan,,front,95.7,166.3,64.4,53.0,,ohc,four,98,2bbl,3.19,3.03,,70,4800,38,47,7738
0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,,3.35,22.5,56,4500,38,47,7788
2,94,volkswagen,gas,std,four,sedan,fwd,front,,171.7,,,2300,ohc,four,109,mpfi,3.19,3.4,10.0,,,26,32,9995
,?,,gas,,four,wagon,rwd,,104.5,187.8,66.5,,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750
0,?,bmw,,std,two,sedan,rwd,front,103.5,193.8,67.9,53.7,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,41315
,121,,,std,two,hatchback,fwd,front,88.4,141.1,60.3,53.2,1488,l,three,61,2bbl,2.91,3.03,9.5,48,5100,47,53,5151
0,93,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,187.5,70.3,54.9,3495,ohc,five,,idi,3.58,,21.5,123,4350,,25,28176
1,119,,gas,turbo,two,,,front,93.7,157.3,63.8,50.8,2128,ohc,,98,spdi,3.03,3.39,7.6,,5500,24,30,7957
,106,nissan,gas,,,sedan,,front,97.2,173.4,65.2,54.7,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,,
1,101,honda,gas,std,two,,fwd,front,93.7,150.0,64.0,52.6,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,6529
3,?,mitsubishi,,turbo,two,hatchback,,front,95.9,173.2,66.3,50.2,2921,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,14869
1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,158.7,63.6,,2015,ohc,four,,2bbl,3.05,3.03,9.0,62,4800,31,38,
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,,3034,,,141,mpfi,3.78,3.15,,114,5400,23,28,13415
0,?,mercedes-benz,gas,std,four,sedan,rwd,front,120.9,208.1,,56.7,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184,4500,14,16,40960
-1,95,volvo,gas,,four,sedan,rwd,front,,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,,19045
1,,mitsubishi,gas,turbo,four,sedan,fwd,,96.3,172.4,65.4,51.6,,ohc,,110,spdi,3.17,3.46,7.5,,5500,23,30,
3,?,mitsubishi,gas,turbo,two,hatchback,,front,,173.2,66.3,50.2,2926,ohc,four,156,spdi,3.59,,7.0,145,5000,19,24,14489
2,192,,,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800,23,29,16430
1,128,nissan,diesel,std,two,sedan,fwd,front,94.5,,63.8,54.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800,45,50,7099
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,,94,5200,26,32,9960
,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,,55.7,2300,ohc,four,109,,3.19,3.4,10.0,100,5500,26,32,9995
3,,porsche,gas,std,two,hardtop,,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,,2.9,9.5,207,5900,17,25,32528
0,161,,diesel,,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,,4150,28,33,16900
,161,mitsubishi,gas,turbo,two,hatchback,,front,93.0,,63.8,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7689
1,158,audi,gas,std,four,sedan,,front,,192.7,71.4,55.7,2844,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,,17710
0,?,bmw,gas,std,four,sedan,rwd,,103.5,189.0,66.9,55.7,3230,,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,
0,?,bmw,,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,
2,134,toyota,gas,std,two,,rwd,front,98.4,176.2,65.6,,2540,ohc,four,146,mpfi,3.62,,9.3,,4800,24,30,8449
,192,,gas,std,four,sedan,rwd,front,101.2,176.8,64.8,,2395,ohc,four,108,,3.5,2.8,8.8,101,5800,23,29,16925
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,7129
0,,chevrolet,,std,,sedan,fwd,front,94.5,158.8,63.6,,,ohc,four,90,2bbl,3.03,3.11,9.6,,5400,38,43,6575
-1,65,toyota,gas,std,four,hatchback,fwd,,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,,,32,11248
2,134,toyota,gas,std,two,,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,,146,mpfi,3.62,3.5,9.3,116,,24,30,11199
0,,bmw,gas,std,two,sedan,rwd,front,,193.8,67.9,53.7,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,41315
2,137,honda,gas,std,two,hatchback,fwd,front,,144.6,,50.8,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,31,38,6855
,85,honda,gas,std,four,sedan,,front,,175.4,62.5,54.1,2372,ohc,four,110,1bbl,3.15,,9.0,86,5800,,33,10295
2,104,saab,gas,std,four,sedan,fwd,front,,186.6,66.5,56.1,2695,ohc,four,121,,3.54,3.07,,110,5250,,28,12170
,148,dodge,gas,std,four,sedan,,front,93.7,157.3,63.8,50.6,1989,,four,90,,2.97,,9.4,68,5500,31,38,7609
0,89,subaru,gas,std,four,wagon,fwd,front,,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,25,31,10198
1,74,toyota,gas,std,,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,38,6488
0,118,mazda,,std,four,sedan,rwd,front,104.9,175.0,66.1,54.4,2670,ohc,,140,mpfi,3.76,,8.0,120,,19,27,18280
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,18150
1,,nissan,,std,two,sedan,fwd,front,94.5,165.3,,54.5,1918,,four,97,2bbl,,3.29,9.4,69,5200,31,37,6649
-1,,toyota,gas,std,,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690
0,115,mazda,gas,std,four,sedan,fwd,front,,,,55.5,2410,ohc,four,122,2bbl,3.39,3.39,,84,4800,26,32,
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298
1,?,alfa-romero,gas,,two,hatchback,rwd,front,94.5,171.2,65.5,52.4,2823,ohcv,six,152,,2.68,3.47,,154,5000,,26,16500
,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515
0,108,nissan,gas,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,,22,
1,113,mazda,gas,std,four,sedan,fwd,front,93.1,166.8,,,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68,5000,31,38,7395
3,,alfa-romero,gas,std,two,convertible,rwd,,88.6,168.8,64.1,48.8,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000,21,27,13495
,106,nissan,gas,std,four,sedan,fwd,front,97.2,173.4,65.2,54.7,2302,ohc,four,120,2bbl,3.33,,8.5,97,5200,27,,
,74,volvo,gas,std,,wagon,rwd,front,,188.8,,57.5,3042,ohc,four,141,mpfi,3.78,3.15,,114,5400,24,28,16515
1,?,isuzu,gas,std,two,sedan,fwd,front,94.5,155.9,63.6,52.0,1874,ohc,four,90,,3.03,3.11,9.6,70,5400,,43,?
-1,65,toyota,diesel,turbo,four,sedan,,front,102.4,175.6,66.5,54.9,2480,ohc,four,,idi,3.27,3.35,,73,4500,30,33,10698
1,148,dodge,gas,std,four,sedan,fwd,front,93.7,157.3,63.8,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692
,154,plymouth,gas,std,four,hatchback,fwd,,93.7,157.3,63.8,50.6,1967,ohc,,90,2bbl,,,,68,5500,31,38,6229
0,102,subaru,gas,,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,,2.64,9.5,82,,32,37,7126
-1,?,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,,,six,161,mpfi,,3.35,9.2,156,5200,19,,
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,,5100,17,,18420
0,?,isuzu,gas,std,four,,fwd,front,94.5,155.9,,52.0,,ohc,four,,2bbl,3.03,3.11,,70,5400,38,43,?
1,154,plymouth,,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,,38,6692
2,137,honda,gas,std,two,,fwd,front,86.6,144.6,63.9,50.8,1713,ohc,four,92,1bbl,2.91,,9.6,58,4800,49,54,6479
3,,mazda,gas,std,two,hatchback,,front,95.3,169.0,,49.6,2500,rotor,two,80,mpfi,?,,9.4,135,6000,16,23,15645
-1,,dodge,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.34,,8.5,88,,24,,8921
3,194,nissan,gas,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,,six,181,,3.43,3.27,,200,5200,17,23,
0,?,bmw,gas,std,two,sedan,,front,103.5,,67.9,53.7,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,41315
0,102,subaru,,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,,37,7126
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,,
2,94,volkswagen,gas,std,,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,,3.19,3.4,9.0,85,5250,,34,8195
1,118,dodge,gas,turbo,two,hatchback,,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,24,30,7957
0,161,peugot,diesel,turbo,four,sedan,,front,107.9,186.7,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95,4150,28,33,13200
3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,,64.0,51.4,2221,ohc,four,109,mpfi,3.19,,8.5,90,5500,24,29,9980
1,,,,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,2017,ohc,four,103,idi,,3.47,21.9,55,4800,45,50,7099
1,148,dodge,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229
2,94,volkswagen,gas,std,four,sedan,,front,97.3,,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8495
2,137,honda,gas,std,two,hatchback,fwd,front,86.6,144.6,63.9,50.8,1819,ohc,four,92,,2.91,3.41,9.2,76,6000,31,38,6855
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,,97,5000,19,24,
3,153,,gas,std,two,hatchback,fwd,front,96.3,173.0,65.4,49.4,2328,ohc,four,122,2bbl,,,8.5,88,5000,25,32,8499
0,?,peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440
0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,,111,4800,24,29,11259
0,78,honda,gas,std,four,wagon,fwd,front,96.5,157.1,63.9,58.3,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76,6000,30,34,
1,148,dodge,gas,std,four,sedan,fwd,front,,157.3,63.8,50.6,1989,ohc,,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692
3,150,saab,,turbo,two,,fwd,,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,18150
0,,mazda,diesel,std,?,sedan,fwd,front,98.8,177.8,66.5,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650,36,,10795
-1,?,mercedes-benz,gas,std,,sedan,rwd,front,115.6,202.6,71.7,,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,34184
0,89,subaru,gas,,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,,108,mpfi,3.62,2.64,9.0,94,5200,25,31,10198
-1,?,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,,156,5200,19,,15750
3,194,nissan,gas,turbo,two,hatchback,rwd,front,91.3,170.7,,49.7,3139,ohcv,,181,mpfi,3.43,3.27,7.8,200,5200,17,23,19699
1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989
,,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,37,7198
,104,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1905,ohc,four,91,2bbl,,3.15,9.0,68,5000,31,38,
1,128,nissan,gas,std,two,sedan,,front,94.5,165.3,63.8,,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6649
,168,nissan,gas,std,two,hardtop,fwd,front,95.1,162.4,63.8,53.3,,,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249
3,256,volkswagen,gas,std,two,hatchback,,front,94.5,165.7,64.0,,2221,ohc,four,109,mpfi,3.19,3.4,,90,5500,24,29,
2,192,,gas,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800,23,29,16430
2,137,,,std,two,hatchback,fwd,front,86.6,144.6,63.9,50.8,1713,ohc,,,1bbl,2.91,3.41,9.6,58,,49,54,6479
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,,54.9,2414,ohc,four,122,mpfi,3.31,3.54,,92,4200,27,32,10898
0,106,nissan,gas,std,four,hatchback,fwd,,97.2,173.4,65.2,54.7,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,,8949
1,125,mitsubishi,gas,std,four,sedan,fwd,front,,172.4,65.4,51.6,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8189
0,89,subaru,gas,std,,wagon,,front,97.0,173.5,65.4,,,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,28,,7463
2,83,subaru,gas,std,two,hatchback,,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,
1,?,bmw,gas,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,mpfi,,3.19,9.0,121,4250,20,,24565
0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,,56,,34,36,7898
,134,,gas,std,two,,rwd,,98.4,176.2,65.6,52.0,2679,ohc,four,146,,3.62,3.5,,116,4800,24,,11199
0,,,gas,std,four,sedan,fwd,front,,173.4,65.2,54.7,2302,ohc,four,120,2bbl,,3.47,8.5,,5200,,34,9549
1,168,toyota,gas,std,two,hatchback,rwd,front,,168.7,64.0,,2204,ohc,four,98,,3.19,3.03,9.0,70,4800,29,34,8238
-1,110,,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,,ohc,four,122,2bbl,3.34,3.46,8.5,88,5000,24,30,8921
0,?,peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,,mpfi,3.46,2.19,8.4,95,5000,19,24,16695
1,231,nissan,gas,std,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200,19,25,18399
0,77,,gas,,four,wagon,fwd,front,95.7,169.7,63.6,59.1,,ohc,four,92,,,,9.0,,,31,37,6918
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,,68.4,56.7,3020,l,four,120,,3.46,3.19,8.4,97,5000,19,24,11900
1,?,porsche,gas,std,two,hatchback,rwd,front,98.4,175.7,,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288,5750,17,28,?
3,?,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,,66.3,50.2,2921,,,,spdi,3.59,3.86,7.0,145,5000,19,24,14869
1,?,bmw,gas,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,25,24565
,?,renault,gas,std,two,,fwd,front,96.1,176.8,,50.5,2460,,four,132,mpfi,3.46,3.9,8.7,,?,23,31,9895
0,?,jaguar,gas,std,two,sedan,rwd,front,102.0,191.7,70.6,47.8,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262,5000,13,17,36000
1,,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298
1,118,dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,,ohc,four,90,2bbl,2.97,,9.4,68,,31,38,6377
3,150,mazda,,std,two,,rwd,front,95.3,169.0,65.7,49.6,2500,rotor,two,80,mpfi,?,?,9.4,135,,16,23,15645
1,128,nissan,,std,two,sedan,,front,94.5,165.3,63.8,54.5,1889,ohc,four,97,,3.15,3.29,9.4,69,5200,31,37,5499
0,?,peugot,diesel,,four,wagon,rwd,front,114.2,198.9,68.4,58.7,,l,four,152,idi,3.7,3.52,21.0,,4150,25,25,17075
1,?,,gas,,two,,rwd,front,112.0,199.2,72.0,55.4,,,,304,mpfi,3.8,3.35,8.0,184,4500,14,16,45400
,91,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,,3110,ohc,four,92,2bbl,3.05,3.03,,62,4800,27,32,8778
0,?,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500,25,31,12290
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,,38,7609
2,,saab,gas,std,four,sedan,fwd,,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,,3.07,9.3,110,5250,21,28,15510
0,91,,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,,9.0,70,4800,30,37,6938
2,83,subaru,,std,,hatchback,fwd,front,,156.9,,53.7,2050,ohcf,four,97,2bbl,3.62,,9.0,69,4900,,36,5118
0,?,bmw,gas,std,four,,rwd,front,,197.0,70.9,56.3,3505,ohc,six,209,,3.62,3.39,8.0,182,5400,15,,36880
2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,,55.7,2261,ohc,four,97,,3.01,3.4,23.0,52,4800,37,46,7775
0,?,jaguar,gas,std,two,sedan,rwd,,,191.7,70.6,47.8,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,,5000,13,17,36000
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,,2bbl,3.62,2.64,9.5,82,4800,32,37,7126
,161,peugot,gas,turbo,four,sedan,,front,108.0,186.7,68.3,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600,18,24,18150
-1,95,volvo,gas,turbo,four,sedan,rwd,,109.1,,68.8,55.5,3049,ohc,four,,mpfi,3.78,3.15,8.7,160,5300,19,25,19045
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,,56.1,2808,dohc,four,121,mpfi,,3.07,9.0,160,5500,19,26,18150
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,36,5118
3,256,volkswagen,gas,std,,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,11900
-1,,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,,3.01,3.4,23.0,106,4800,,27,
0,?,mazda,diesel,std,four,sedan,rwd,front,104.9,175.0,66.1,54.4,2700,ohc,four,134,,3.43,3.64,22.0,72,4200,31,39,18344
-1,,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,,3131,dohc,six,171,mpfi,,3.35,9.2,156,5200,20,24,15690
,,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,,52.6,2300,dohc,four,,,3.24,3.08,9.4,112,6600,26,29,9538
2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,1944,,four,92,2bbl,2.97,,9.4,68,5500,31,38,6189
2,122,,,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975
0,91,toyota,gas,std,four,wagon,4wd,front,,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,,4800,27,32,8778
1,,mercedes-benz,gas,std,two,hardtop,,front,112.0,199.2,72.0,55.4,3715,ohcv,eight,304,mpfi,3.8,,8.0,184,4500,14,16,
0,106,honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,,33,9095
1,148,dodge,gas,,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,,2bbl,,3.23,9.4,68,5500,31,38,6229
0,,,,std,four,sedan,fwd,front,,158.8,63.6,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,6575
2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,,mpfi,3.54,3.07,9.0,160,5500,19,,18620
2,,toyota,gas,,two,,rwd,,98.4,176.2,,52.0,2679,ohc,four,146,mpfi,3.62,,9.3,116,,24,30,11199
1,?,bmw,,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,25,24565
0,145,jaguar,,std,four,sedan,rwd,front,113.0,199.6,69.6,52.8,4066,dohc,six,258,mpfi,,4.17,8.1,176,4750,15,19,32250
1,125,mitsubishi,gas,std,four,sedan,,front,96.3,172.4,65.4,51.6,2365,,four,122,2bbl,3.35,3.46,8.5,88,5000,25,,6989
0,,subaru,gas,,four,,4wd,,96.9,173.6,65.4,,2420,ohcf,four,108,2bbl,,2.64,9.0,82,,23,29,8013
2,94,volkswagen,diesel,turbo,,sedan,,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,,3.4,23.0,68,4500,,42,9495
0,161,,gas,std,four,sedan,rwd,front,,186.7,,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630
0,,jaguar,gas,std,two,sedan,rwd,front,102.0,191.7,70.6,47.8,3950,,,326,mpfi,3.54,,11.5,262,5000,,,36000
1,87,toyota,,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,,3.05,3.03,9.0,62,4800,35,39,5348
2,,subaru,gas,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,,108,,3.62,2.64,8.7,73,4400,26,31,7603
-1,93,mercedes-benz,diesel,,,wagon,rwd,front,110.0,190.9,70.3,58.7,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28248
2,164,audi,,std,four,sedan,fwd,front,99.8,176.6,,54.3,2337,ohc,four,109,mpfi,3.19,3.4,10.0,102,5500,24,30,13950
2,161,,gas,std,two,hatchback,fwd,front,,157.3,,50.8,1944,,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6189
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950
1,158,audi,gas,turbo,four,sedan,fwd,,105.8,192.7,,55.9,3086,,five,131,mpfi,3.13,3.4,8.3,140,5500,17,20,23875
1,154,plymouth,gas,,four,hatchback,fwd,front,,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229
0,?,peugot,diesel,,four,wagon,rwd,front,114.2,,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95,4150,25,25,17075
0,91,toyota,gas,std,four,sedan,fwd,,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,9258
0,106,nissan,gas,,four,sedan,fwd,front,97.2,173.4,65.2,,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,
